COUNTRY_REGION,AFGHANISTAN,ALBANIA,ALGERIA,ANDORRA,ANGOLA,ANTIGUA_AND_BARBUDA,ARGENTINA,ARMENIA,AUSTRALIA,AUSTRIA,AZERBAIJAN,BAHAMAS,BAHRAIN,BANGLADESH,BARBADOS,BELARUS,BELGIUM,BELIZE,BENIN,BHUTAN
2077-12-29,4635,4025,2305,4058,4204,4014,1440,3923,473,666,4222,658,4470,3138,3361,1375,1713,2431,2107,3425
2077-12-30,3108,1550,2235,4282,325,3089,2147,1192,3932,342,3115,1269,2804,3289,3612,3033,2800,1588,1690,1920
2077-12-31,1544,589,4516,4450,135,2844,1225,631,4352,3283,1719,2362,2133,251,4745,2767,2062,4498,4966,2870
2078-01-01,1284,2276,3171,4375,3290,4896,994,1006,394,2562,3852,1024,4542,3722,2992,190,1624,2535,3743,164
2078-01-02,134,2022,200,53,3261,3482,3396,558,2291,1070,4545,3411,1640,2297,2745,2667,3653,4088,4358,3173
2078-01-03,3935,1402,3891,2523,2023,3587,3514,3529,2371,1804,4389,2552,1454,4552,2072,641,3596,4218,4602,3065
2078-01-04,367,4877,3725,1631,3404,1137,851,4890,961,3149,95,3704,3540,1903,3856,2311,1485,2655,479,1113
2078-01-05,166,4289,27,1971,2738,4624,4751,1431,2636,1517,588,4198,2807,2709,1711,312,4826,3823,2920,4733
2078-01-06,248,4060,314,976,2076,2786,4090,910,3078,2411,859,642,4268,855,4012,4339,1321,2689,462,4834
2078-01-07,3589,1349,104,2253,4301,4382,1035,359,1464,3739,4575,4256,561,4466,1425,347,581,3322,3321,1343
2078-01-08,1052,1851,3979,4574,4961,4124,4671,4605,913,2955,4699,3715,4743,2896,1553,4493,2941,261,4674,1428
2078-01-09,2464,3899,452,3873,3715,3078,2589,1702,2883,241,1351,2205,1140,576,4585,1445,2662,208,2512,695
2078-01-10,760,339,134,3269,2072,3429,2261,51,3239,2870,3373,995,1091,1792,816,2185,4127,3039,801,3634
2078-01-11,812,137,1139,2237,716,157,4709,3795,185,2041,4549,3840,1503,4762,3517,1055,3985,636,1109,2949
2078-01-12,2431,4882,722,3086,2551,4929,1147,230,2836,1353,3833,21,4476,2055,2517,4249,635,4139,1886,4402
2078-01-13,1222,1728,248,1686,3497,388,899,2402,727,3190,2120,1654,1205,2423,70,1554,2135,2195,397,3150
2078-01-14,802,2861,2195,3046,2024,2533,1808,4270,341,4464,502,1299,1079,141,820,3551,4705,4897,4499,2269
2078-01-15,1110,3295,4160,3637,927,3980,2530,2460,152,3636,170,2415,265,1371,3645,744,1221,1576,2548,1331
2078-01-16,3253,562,2931,2264,1731,2767,3154,3154,1512,1730,2038,2168,3495,1296,3722,2068,3859,3772,342,113
2078-01-17,2134,920,1798,3039,2049,4483,1547,4902,3194,437,71,4941,199,1000,699,1435,4611,1518,2723,2287
2078-01-18,1473,851,1085,714,3504,4634,1516,4933,3094,3954,4967,2141,2707,2823,801,4500,3362,4132,144,3822
2078-01-19,2595,1516,1918,408,169,736,4326,2911,2628,1363,983,2051,3286,2056,1700,1982,3991,4498,2140,1437
2078-01-20,2371,3314,1756,3985,3350,2701,1489,3891,1451,4686,3513,1978,1003,1069,2577,3410,2826,3624,4578,4090
2078-01-21,4362,3889,3195,229,4910,397,4483,3488,4791,2980,2664,4529,3681,4595,1551,1247,1125,3181,1099,2916
2078-01-22,2540,2497,4580,2078,4320,1379,676,4815,1103,4449,456,3971,4327,356,98,4311,3293,4131,545,4991
2078-01-23,4983,4398,3752,2184,3439,4582,308,1345,1861,2884,4847,433,2485,3840,1988,1896,302,4844,1188,2191
2078-01-24,4345,4918,3478,1301,4819,443,1279,1320,0,2161,4780,2619,4065,4979,3149,2763,1654,4458,3848,2051
2078-01-25,1220,3763,1341,4473,29,639,16,2330,3168,1574,857,1472,1220,857,4331,3508,1096,1117,3861,1987
2078-01-26,4002,4457,297,1725,1345,284,431,741,2128,1114,3512,2899,155,1890,1140,4659,1298,3125,2959,2998
2078-01-27,1613,3325,4011,847,160,2608,1165,874,4639,202,1494,4783,4437,232,2671,3324,2104,4270,4257,2037
2078-01-28,4023,3626,1079,730,4087,1681,1337,674,2405,466,522,3571,1264,1670,27,2251,2545,1494,943,4075
2078-01-29,878,80,1831,3048,3713,2369,717,489,1729,4845,1254,1028,1575,2918,515,2383,551,3061,4257,2838
2078-01-30,2759,4253,929,3055,3183,716,3044,2666,4369,2310,949,161,727,2962,1489,2083,2079,3613,3410,1409
2078-01-31,4801,183,604,3949,2834,1989,2981,169,4152,732,3904,800,4487,1121,720,1869,1959,190,1346,2753
2078-02-01,1993,1102,3587,4376,3439,617,2943,4670,1468,2951,1861,361,3929,1738,1254,3771,109,3891,3281,1635
2078-02-02,2990,4657,299,2075,275,1594,3163,794,3424,2388,477,4782,2965,932,3725,4482,3380,3881,4816,3134
2078-02-03,1457,1086,1357,1755,394,4369,1487,4059,110,1802,3875,1684,4566,4129,3841,4393,3339,3626,4240,3984
2078-02-04,1566,4395,861,488,1145,4492,3072,2313,4228,2849,4042,4450,3364,842,3920,2754,4224,3946,38,2338
2078-02-05,241,2189,3711,2917,3551,3712,4799,1865,1898,1847,69,213,625,2985,3610,4431,3237,2118,291,3730
2078-02-06,2796,2904,1858,1686,3993,1327,3131,3854,2713,3067,954,1814,2922,2938,3377,1132,2637,3454,3252,3062
2078-02-07,1120,3686,4519,3426,1239,33,4846,1982,3618,4657,3698,182,4765,3795,3546,3931,4180,982,4555,4051
2078-02-08,1214,4470,200,4300,3556,4877,3714,980,2166,3749,1925,3665,2545,3565,772,3329,2013,3875,1509,1274
2078-02-09,4896,1583,4275,1875,3661,4401,2241,862,2175,907,4310,1548,2044,106,2967,2572,3964,266,3604,610
2078-02-10,984,4344,525,4986,3759,4198,3267,2414,494,1730,2340,4153,4971,3920,372,4722,879,4768,4336,2512
2078-02-11,3815,3373,411,2094,223,4901,1167,1208,1656,4532,611,1222,334,4974,2813,3569,2340,3197,487,3298
2078-02-12,2395,2448,169,3333,3716,3032,3902,2382,3358,110,1694,4132,865,4441,4793,1634,1054,3515,3442,2026
2078-02-13,305,3994,764,2452,4313,1827,781,4391,3902,1613,777,4361,1041,4037,374,4302,444,2532,2853,1394
2078-02-14,3280,1349,3606,2884,3878,3259,2130,4297,1460,587,4033,3015,3151,2291,4676,437,4683,644,4823,1864
2078-02-15,1883,2605,2642,1407,111,3981,2517,2263,2754,4896,3091,656,1476,2201,1634,1452,629,2083,558,636
2078-02-16,2462,982,3096,4380,3794,1561,3401,1036,3022,3088,2557,2424,2930,2017,3949,253,1653,222,2435,1218
2078-02-17,4916,1253,649,3662,828,1603,1450,4246,3969,2936,3114,2916,2534,1647,3708,3736,242,4794,1368,4946
2078-02-18,4845,629,2359,3641,174,2330,1818,1291,4451,2242,169,632,2568,4145,3921,56,3023,3033,4928,517
2078-02-19,1037,1637,194,1205,80,1982,187,4404,1673,1424,1645,2422,494,529,1218,2528,140,4868,3929,591
2078-02-20,1433,2423,3555,2158,2409,3373,4942,3673,4222,506,2142,2687,4898,2520,3426,9,4091,2878,1220,454
2078-02-21,3941,4317,1943,1251,4614,4542,4498,1862,3425,797,1650,4690,1957,3965,1952,2983,2722,821,1672,4853
2078-02-22,948,3415,1960,737,4680,2673,3385,887,1166,502,634,164,4852,4664,4778,4556,1903,4465,4647,4628
2078-02-23,91,721,3349,1155,3970,4189,220,2115,3742,333,3134,2599,4297,2076,1349,3322,1100,4396,904,3912
2078-02-24,3477,3607,1638,2957,673,1868,2641,2130,920,312,2980,2959,1264,2295,2748,3720,3978,4904,2752,2534
2078-02-25,3187,1508,3474,2302,4686,4939,3186,3512,3491,2120,2609,1621,1380,4615,624,2184,548,4708,1186,3312
2078-02-26,4061,1508,3956,2608,3727,697,2093,4343,2066,3888,453,3030,4151,1279,2560,3533,4981,114,1348,2187
2078-02-27,1778,412,3988,3485,1026,4742,2421,4522,2842,1300,4328,4974,4677,3198,297,3698,288,1213,310,4133
2078-02-28,4467,3026,507,884,119,4930,321,4394,3890,1406,1260,2627,394,3614,3259,4894,4566,4652,2354,3512
2078-03-01,4533,4661,177,2766,1481,40,4984,1365,3217,3210,1272,601,2053,342,3331,3520,4043,605,4788,503
2078-03-02,1605,2721,1548,3213,3879,1704,1066,938,3302,4397,3058,1231,515,823,3311,4506,4963,1128,1176,4017
2078-03-03,463,444,4132,2994,2865,13,1252,3069,3944,2461,2209,344,3644,2937,4018,691,2833,4419,3332,558
2078-03-04,2356,1261,2216,1812,3813,2090,3045,3647,4815,4640,4287,2805,4324,3180,2204,2808,1771,3750,3149,3937
2078-03-05,4956,3764,778,4702,3440,2256,1477,2100,4921,1994,3298,2335,3235,2460,2494,1485,4943,1090,3901,475
2078-03-06,4857,3939,58,475,3261,599,4541,3082,3951,2638,4520,2427,3438,4302,873,432,3301,584,3207,2390
2078-03-07,2378,4192,2815,1367,865,2409,288,2159,143,4064,1171,0,1968,1474,1047,161,3332,4912,1483,3709
2078-03-08,3667,3886,3128,574,2271,1458,2429,2091,449,3762,1815,3582,1931,2932,3805,642,3673,4058,1293,2257
2078-03-09,1252,3056,1707,3415,546,1376,2602,4337,4944,3621,4952,1581,1571,4409,4471,2647,2184,3699,440,3778
2078-03-10,2315,881,158,1883,4090,13,547,1482,1685,1189,4987,2589,3615,3080,4860,417,2703,1422,3293,2303
2078-03-11,3718,1809,1942,2702,3753,253,778,3586,2947,1147,205,793,2636,1105,3251,12,3769,2352,857,2838
2078-03-12,155,1481,2278,3623,4087,1360,346,1271,1088,3629,781,395,1952,4422,1294,4707,2326,4808,2597,1481
2078-03-13,4512,2248,983,4706,1220,1286,14,1181,2692,2512,339,1638,3622,4532,4146,192,1676,3440,4253,2446
2078-03-14,1987,128,566,3453,2731,2182,3389,4005,1942,2666,3256,3628,2876,3552,2605,1251,671,2497,3228,1004
2078-03-15,4116,3481,4470,521,1499,1761,2323,3019,1249,2558,3831,3154,816,532,4492,4882,3772,3965,876,1618
2078-03-16,1495,3585,2485,3902,3674,4130,1870,3197,4127,1470,3785,1016,4253,996,3378,2388,2573,3210,438,3105
2078-03-17,3343,314,3914,1080,2237,1340,2839,1299,1362,4518,3845,3809,3952,3534,4361,4014,3195,2888,848,1040
2078-03-18,4494,4916,3517,2188,3709,4133,1332,2116,4746,847,2229,1719,3931,2391,989,3554,1722,31,1168,3392
2078-03-19,41,778,2124,1266,887,3046,4989,3602,3906,304,1160,1230,1409,1913,3910,2664,662,4723,1457,1309
2078-03-20,1557,3345,3333,4667,3872,2486,2014,959,1152,4938,1423,1292,3081,2059,2776,2219,4006,2675,879,2938
2078-03-21,2770,3671,3078,3320,4674,4232,4801,1370,2896,4725,1060,1296,1330,90,4628,822,3522,1495,186,3097
2078-03-22,3878,2461,7,2875,383,72,1338,4025,3639,1788,3191,2362,2627,4647,4268,4724,3215,3162,1314,3183
2078-03-23,1527,2715,3587,1502,4400,4599,3650,2801,2245,329,1716,3891,544,3885,545,4323,2675,1192,4726,2853
2078-03-24,2702,3797,1780,2474,2325,4697,2077,2874,3235,972,1647,829,2808,2002,4822,4579,2475,3456,3647,4422
2078-03-25,1722,2151,4149,3486,2630,3295,2296,4215,552,4393,1837,3783,2980,3427,4267,2913,1905,2147,3515,3696
2078-03-26,1955,211,4467,3398,203,4482,1712,929,4635,2689,3918,3210,1967,3191,344,3939,3627,3233,3964,2782
2078-03-27,4082,1880,3320,3405,1035,3183,1387,1234,1601,415,972,1724,1297,4225,2836,3620,2557,2987,3360,1767
2078-03-28,2281,3267,2981,1400,2632,3229,2959,639,4496,2191,3782,3425,4508,3640,2212,4432,688,1055,4517,2615
2078-03-29,4676,1118,2786,1249,4574,4038,4484,4110,4211,589,3919,3856,4799,3368,4794,1797,2717,2115,4299,2413
2078-03-30,3264,1298,599,34,1917,605,4745,3438,369,3222,2310,912,3475,4187,4981,2017,1860,4288,870,3770
2078-03-31,4549,2869,2733,2638,2852,2902,450,3047,483,2176,4821,646,3218,2705,3628,1120,2265,2523,375,2133
2078-04-01,183,1731,2074,3535,3588,1727,1861,1932,895,1421,2862,3450,2744,2872,4666,2217,3398,720,2692,2012
2078-04-02,2112,4852,619,2939,3032,2514,2369,4963,2260,3243,4156,2181,3267,1515,396,2105,835,1254,1458,1752
2078-04-03,693,3426,3690,4855,2437,1632,1042,4439,2657,3209,4761,1455,3494,4133,1140,303,448,1394,531,1482
2078-04-04,4040,4758,2324,1700,823,848,3898,2535,847,161,3940,544,2967,2292,3824,1482,417,1191,2393,4989
2078-04-05,782,4008,2356,3163,2352,430,3187,4300,2014,49,106,3321,1667,4047,2099,2377,277,1120,3865,1890
2078-04-06,300,4902,3956,3437,4170,613,31,448,640,1976,740,2447,4912,4039,593,2720,942,2252,2143,383
2078-04-07,1503,3777,3574,3197,1475,145,1382,4780,1532,4088,3540,3342,2312,3295,2563,18,4402,1298,3125,411
2078-04-08,747,2312,4302,4537,57,4816,1955,629,1616,4069,315,2942,2930,1809,4037,2904,592,1698,700,3578
2078-04-09,2330,813,1262,3915,1367,3021,3636,1468,2887,4130,1168,4129,2354,1729,4649,2497,83,3437,2422,3259
2078-04-10,4985,626,3221,2726,2903,4777,1022,1736,3928,4575,3136,1323,1465,4523,4389,720,1192,1885,973,2653
2078-04-11,1627,4927,1887,1767,1595,2509,2112,1717,3465,2154,630,1239,4111,4331,3545,191,784,631,681,2880
2078-04-12,344,3139,3306,209,2114,2795,4792,293,4055,2494,988,226,906,3133,3090,919,3085,3779,4582,3459
2078-04-13,4471,4136,936,3500,2248,1258,1719,3723,2716,3331,722,1896,1977,2501,397,3753,3710,2874,3104,4625
2078-04-14,2964,4269,4536,2028,176,2126,1105,4438,3023,1098,1452,2801,520,3875,2303,4145,2503,2594,4525,361
2078-04-15,182,2097,1473,1000,2549,4246,2590,650,4411,2901,1250,3002,1832,2066,2006,4835,887,3600,4732,3974
2078-04-16,3647,470,4559,3434,142,1086,2545,4866,2591,2021,2973,3745,2352,3270,4608,3111,1326,4483,1920,1499
2078-04-17,4528,4836,4815,0,1136,1090,1806,3309,1125,55,4902,3241,3255,2282,3665,1039,3169,3171,215,944
2078-04-18,3321,3689,1044,819,1533,2366,4146,3959,4290,3428,500,3259,1164,54,2846,4929,2504,480,3482,1634
2078-04-19,4573,2280,512,2297,4765,1191,659,2030,2225,4434,1400,641,1089,567,761,1244,2642,791,1032,4632
2078-04-20,2687,3610,633,2066,670,2514,4212,3410,1308,2226,2773,3040,900,4724,3353,1976,3958,1509,802,1637
2078-04-21,3983,3146,1096,2107,124,2609,4710,2707,4106,806,3346,472,4637,336,4468,3629,2078,4951,3762,3395
2078-04-22,53,2825,708,4591,576,201,1095,2297,3930,1044,1588,1740,1055,3106,4802,3336,2605,4830,3642,3977
2078-04-23,1462,4806,1093,1118,2822,1335,394,2252,1854,1523,134,1362,1992,3726,4020,196,3662,4525,4505,2534
2078-04-24,1809,1496,2369,3431,347,1260,3028,2307,3395,4776,237,1218,2136,3122,3030,236,2271,4298,1659,4935
2078-04-25,4723,335,500,3851,3584,2785,3644,65,4296,2144,574,4187,2016,2550,3000,4775,3276,397,1345,2555
2078-04-26,1125,1695,449,3189,4986,2309,1221,4231,1398,343,4025,2237,1205,2047,871,975,4721,3650,3393,1755
2078-04-27,4713,4875,327,850,610,3666,1254,2048,2707,2849,1204,4251,190,988,1770,1749,2460,1875,3710,1131
2078-04-28,1321,1502,373,2630,3264,2247,4885,4115,4626,4486,2795,3712,1647,3433,3350,4879,2197,2358,3404,2859
2078-04-29,2929,2922,3736,1785,2723,4251,921,2738,666,2478,4807,4780,3425,2428,990,650,4234,1660,3263,1186
2078-04-30,448,3726,1154,730,3558,1419,338,1303,3122,2152,1633,4748,3566,4098,2719,623,3900,1138,3177,1534
2078-05-01,137,1612,91,1825,4650,1617,823,4791,371,32,2363,1370,333,2412,811,1586,2155,4844,2263,3027
2078-05-02,1018,4685,2452,3042,3359,3069,4776,4434,353,819,4237,2228,1266,2702,2337,2420,1515,4950,4282,385
2078-05-03,4969,128,82,1508,2142,4922,4646,2304,707,2064,4939,3190,3797,2053,1340,4189,4152,1690,926,1901
2078-05-04,3739,4047,1031,723,959,666,2763,785,3627,3531,4478,2834,3172,2003,3573,882,2025,4301,530,504
2078-05-05,1591,1906,2004,3403,1430,1483,288,3991,542,1586,4476,4916,4914,3512,1945,1921,1743,206,4385,4880
2078-05-06,707,2864,512,2266,2267,1008,1298,1213,4006,1158,3636,3019,4723,1235,806,1584,1583,1401,595,4549
2078-05-07,3034,3714,1491,2584,4817,4115,1916,2946,1203,2272,2089,787,2495,2485,2389,2911,486,3260,4579,4336
2078-05-08,526,1989,2871,3458,739,2201,4611,2817,957,467,961,1771,3338,404,1776,1546,3807,1240,716,1892
2078-05-09,437,3209,1000,18,3457,430,2377,3149,4546,3007,486,3628,61,4452,1857,4650,3970,541,179,4446
2078-05-10,3885,674,2153,3048,332,4664,4864,947,4595,4370,3598,4327,3431,4569,4132,472,2714,1002,4036,2374
2078-05-11,2743,549,347,2565,211,4323,3917,4135,2896,4523,2861,1376,199,3218,366,1147,2715,349,1223,1878
2078-05-12,1692,1797,1961,2628,4980,62,3959,354,2728,4056,682,4189,3823,2400,3140,1085,3993,1666,4094,3615
2078-05-13,2241,4349,2670,2370,385,660,4547,329,1479,2309,1297,3557,4129,3790,2227,2943,3112,3454,2649,136
2078-05-14,1878,641,3077,3262,3181,2092,2894,4335,4549,2216,4070,1023,4953,1891,1559,1603,1402,2353,775,3503
2078-05-15,2584,1485,308,2115,3963,806,4912,4275,233,4536,344,4201,81,428,915,3791,112,1908,597,799
2078-05-16,4168,2512,447,4077,2979,511,1814,870,1460,117,1965,4459,695,180,2107,2760,2323,2768,1352,3909
2078-05-17,2480,250,3311,1209,2526,1180,451,3849,2489,597,2645,1016,3730,1232,1296,3249,1235,1405,1308,2381
2078-05-18,1551,4163,1179,1590,2049,3952,4847,4961,3430,4622,3890,4337,4517,820,774,2675,4004,195,437,2732
2078-05-19,2057,430,578,1289,3227,1969,1968,468,1023,1614,952,616,505,4115,3071,3817,3214,3441,521,2269
2078-05-20,4296,2338,4281,2065,2966,2540,2781,879,2359,4364,1532,1069,321,3074,4215,1330,589,3462,4,1967
2078-05-21,2056,4415,4610,3402,2924,3290,3682,143,2466,2735,805,1189,2730,359,1212,890,390,3625,4209,969
2078-05-22,3351,4403,2550,1813,4788,841,1564,3600,3561,3088,1323,4396,3872,2592,3485,4559,2918,2551,602,605
2078-05-23,3823,3858,2958,1462,4043,1784,1357,3167,4968,3089,813,2833,2745,636,4367,3500,2648,3276,1584,57
2078-05-24,820,1870,4078,2649,1372,4190,2131,3218,277,501,2449,3362,4045,4853,3725,3332,2719,4855,4385,3385
2078-05-25,2540,418,2852,144,413,92,2990,4527,2202,3258,2750,2367,4525,4540,3382,36,4743,309,1347,1130
2078-05-26,2863,1526,440,2808,2167,1637,4960,2252,1065,1364,2526,1167,1425,4807,1425,1887,2009,3621,3369,3431
2078-05-27,1685,1539,397,3600,18,2697,810,3304,4629,4641,2517,3014,2708,1129,2757,2927,4941,2178,2360,3138
2078-05-28,1097,1210,1430,3551,4826,1119,2398,3235,4521,1771,2769,1855,747,1679,4266,2470,4129,4541,81,8
2078-05-29,4719,1972,4170,2408,1767,3341,3715,364,2261,1344,4614,947,3289,4762,2027,1563,3050,209,2311,4329
2078-05-30,4827,2695,1345,1259,1066,1420,4816,4532,1787,400,2991,3272,177,3415,1951,2119,293,59,4151,81
2078-05-31,1777,1741,3262,2012,4466,1060,3469,4828,1354,2253,2522,4728,2947,1513,2300,4881,3783,2252,996,1524
2078-06-01,1046,4218,2362,4516,204,4709,642,1889,2670,3492,570,357,2319,2918,3396,4532,2531,790,1963,850
2078-06-02,623,4327,4919,3001,3888,1969,2098,2181,1500,2962,2159,3535,1246,4281,3536,209,1948,720,1852,3172
2078-06-03,1079,3643,1926,4522,794,4749,3246,4007,4735,2736,3244,4634,860,212,1786,4031,3327,2847,1734,1644
2078-06-04,3058,4417,1164,1745,950,3835,16,1666,74,2449,68,897,2619,1778,3126,832,4513,4312,873,371
2078-06-05,4873,4603,596,3961,1054,3345,2362,4561,3266,3557,3790,3625,819,1839,2569,2456,4210,2146,1640,4252
2078-06-06,2445,2474,933,1912,588,4322,1250,2489,3538,2113,3874,1037,2456,1519,2960,4006,3025,2182,2960,3697
2078-06-07,76,3633,972,4553,952,2934,1346,382,1218,351,781,4710,4079,4440,1700,738,4461,2658,1469,1885
2078-06-08,3562,4302,2377,4607,974,3086,4594,1572,4684,3457,543,420,2947,3838,2828,314,2602,763,1125,1397
2078-06-09,1232,4496,1242,2,4808,4134,4364,1472,1225,4727,1474,2652,4778,3048,2950,2756,4878,3210,1123,3987
2078-06-10,1756,1452,1115,3648,3134,3136,1455,1616,3747,4107,3882,2191,4716,4892,458,745,4042,3468,2186,3539
2078-06-11,4102,2312,3881,3816,464,76,1387,92,3725,1078,900,3413,718,3877,2361,3669,709,3882,1750,335
2078-06-12,2481,821,241,825,3378,4005,3948,134,2364,3296,3469,3873,2501,1372,1779,451,1988,48,1691,1403
2078-06-13,2075,4946,4222,1112,536,745,3701,2815,4381,3651,1352,4323,769,1342,4363,4913,1352,2028,4730,2789
2078-06-14,1114,1571,4073,2296,163,4306,2441,4337,443,4331,1031,1934,757,30,1781,4801,1406,2250,2545,3291
2078-06-15,4798,1802,2538,3223,4005,943,2852,4263,3356,3816,3132,1362,3665,3209,3100,3030,1991,3407,2546,3440
2078-06-16,4919,4580,2749,60,3872,2905,1343,3660,3114,548,2681,250,3828,2291,1967,3219,1221,1456,3543,2772
2078-06-17,799,137,3197,2893,1269,343,2238,910,2922,228,4117,625,4498,3897,3936,4134,3740,1676,1976,202
2078-06-18,3163,1038,3553,502,4025,1148,203,3310,2634,621,292,1357,1634,4469,4235,4261,1164,4628,2866,4996
2078-06-19,1073,2021,4172,4396,1876,180,2747,2657,2944,2228,2509,4150,2549,4656,1929,1966,3120,3684,3137,3195
2078-06-20,4493,4918,3095,1922,1478,4320,2332,1557,4421,1928,1612,889,4580,4934,3529,3581,2989,394,1492,1337
2078-06-21,2313,4512,4114,1894,725,1692,2809,4040,288,3502,613,1503,3431,2295,2398,1456,4739,1765,1103,2783
2078-06-22,337,1494,4023,2524,3122,197,257,276,4152,655,3459,1034,2398,1645,906,2051,2324,4274,4194,3566
2078-06-23,4975,862,1164,320,3863,2570,1207,2470,419,35,1230,2028,1173,4743,2442,1479,1210,2271,475,304
2078-06-24,366,3359,2488,4595,4133,3015,1334,3703,3787,2038,3864,3888,2668,1781,1922,257,1527,1129,976,3719
2078-06-25,3386,293,1513,370,4591,4827,3678,2592,2727,2227,2476,144,2840,2595,2517,1230,314,21,3555,1303
2078-06-26,1175,785,3945,2703,1645,1107,2731,4435,1521,4506,3392,4539,1942,4316,1619,1669,2753,733,2358,342
2078-06-27,691,195,4132,2821,971,3527,4324,547,4385,1096,4589,2429,505,2847,1826,2738,2173,1168,2871,2594
2078-06-28,2709,2636,2157,2774,3228,292,1735,4722,1134,483,2090,2070,1591,3216,2212,2663,4568,1914,1451,1226
2078-06-29,267,3305,181,1286,1036,4215,4446,3590,3735,2477,318,2345,1058,2436,2533,3170,4089,4868,1088,1466
2078-06-30,1656,1155,1290,1061,372,4242,4088,3390,4706,734,447,1926,2059,3108,407,3793,4561,4550,3659,1407
2078-07-01,834,2722,967,868,2478,1359,3472,3988,2146,4435,828,3472,3749,2562,1995,1127,2286,3610,4108,4105
2078-07-02,1784,3013,4284,3748,1075,2801,66,1414,2662,2818,3782,2581,2646,3331,1534,515,3174,2338,1631,774
2078-07-03,2701,2896,3877,525,1579,2103,4848,3226,4371,4402,1562,2942,3117,1044,535,3492,2002,884,300,4907
2078-07-04,3069,1905,1127,3428,1969,4586,856,728,3573,4392,3572,719,3155,1040,2993,196,117,930,1891,4506
2078-07-05,2419,327,4276,4355,1087,276,2164,2746,630,2506,4172,4802,2816,1444,1780,1410,1558,4850,1464,4337
2078-07-06,3973,3848,4638,1369,2567,212,3178,1514,2009,2601,3540,411,4587,2165,678,3602,3934,3455,1621,4126
2078-07-07,2587,577,3155,4636,4803,3716,1655,4190,3061,2570,2359,2191,4506,2702,4754,707,361,3200,1004,4839
2078-07-08,68,3423,3511,1201,1087,3567,2103,3814,1547,2431,28,2040,3530,458,2721,2361,1899,3093,3949,120
2078-07-09,4166,3152,99,2242,4056,1605,1503,912,94,418,3046,1606,1537,4114,4275,1327,4479,1380,162,1353
2078-07-10,3038,4781,1140,3573,3714,536,1298,746,3236,4535,3447,4087,4975,3509,3806,1469,2438,1550,1484,440
2078-07-11,3881,3538,1776,926,1724,3453,4262,2770,4196,2777,1758,1880,3321,4243,4915,2275,824,2274,4099,2617
2078-07-12,256,1322,847,3643,794,3954,1350,4852,986,3317,1756,4751,3419,2515,1069,2138,3545,1109,4223,500
2078-07-13,2312,4043,1125,4128,1027,2458,2032,3884,525,816,3817,223,4747,1166,3123,1962,1331,3888,1472,2549
2078-07-14,3002,4999,2901,348,2613,2024,2781,47,175,4972,3667,2293,3531,1238,4736,2174,178,2229,876,4942
2078-07-15,4994,1228,1808,1034,4607,1385,2518,1008,3160,3603,1359,760,2508,1069,3015,3544,137,1487,1875,3587
2078-07-16,1418,2555,5,1454,4328,710,1851,2728,4153,4764,1915,1684,856,3723,2943,3250,3809,91,1545,2297
2078-07-17,58,644,4990,573,2683,1945,3187,129,4694,817,141,4398,1303,4086,3869,2677,4811,3621,986,3562
2078-07-18,725,42,1694,2330,1242,3829,4871,3459,2046,2366,4110,1517,4539,2999,3731,3777,2127,910,814,4102
2078-07-19,3968,3050,3884,1411,678,1335,2597,3193,3258,1929,3598,4718,2402,1239,4275,2056,4844,4850,907,3629
2078-07-20,168,2895,4675,1953,389,4064,2006,4234,4277,4539,3215,4664,440,4967,3659,2812,417,2822,3939,3134
2078-07-21,2119,4547,2836,1163,732,4835,4929,1824,2356,1350,2566,196,4695,4505,2136,4984,705,4229,4462,1067
2078-07-22,1486,3532,2315,405,2385,749,2478,819,1206,3950,4514,3207,897,4726,186,298,4309,3279,4567,3680
2078-07-23,162,4412,1138,483,4220,3773,2001,2371,4386,4316,4551,2078,4246,2608,1744,482,343,4819,1852,3243
2078-07-24,544,2638,60,4282,4658,4662,1338,4999,1640,175,1816,3661,4319,2441,774,1074,4249,2716,2756,4262
2078-07-25,791,326,1014,4924,1463,1042,2016,3850,4168,1429,3542,4291,2460,2425,4626,677,4811,3649,3958,2256
2078-07-26,2438,2538,4342,1397,395,1393,3989,4670,3553,2238,481,2806,2499,1836,2269,1969,1410,3272,4540,902
2078-07-27,1310,2657,1297,4042,3382,2532,4244,2193,708,3090,298,3549,3186,580,4948,936,4720,3695,4063,2408
2078-07-28,3970,1544,2339,984,1935,2685,419,603,557,3614,23,3680,869,4024,4224,1461,561,965,1107,1171
2078-07-29,3670,3401,2664,4092,230,1852,3051,1137,2297,2496,416,1753,922,4313,2420,480,3954,3173,318,3421
2078-07-30,3579,4533,4268,1936,4281,1455,1804,4122,3220,504,1222,2402,3109,1323,4768,3937,4369,2180,4324,4165
2078-07-31,3779,3968,3119,4507,3015,4400,3451,4420,4170,1694,2013,4454,3646,46,4437,4172,1708,3240,3733,4300
2078-08-01,3042,2336,3478,2622,338,4515,2134,1085,947,4812,1386,4056,3826,2740,4019,4304,3933,3661,715,4047
2078-08-02,3468,3338,3577,883,3201,4628,3819,306,4473,88,4604,2604,4796,4106,4857,3241,2325,4817,3050,964
2078-08-03,3755,850,3470,3390,84,3756,2704,1620,1889,584,1547,4149,24,2271,4879,2037,1974,4510,3407,132
2078-08-04,2154,2301,2337,4058,3127,2323,4265,1785,3426,3050,2652,322,2897,1918,890,3039,2765,3186,1603,608
